"H0022200","R0000100","R0007900","R0173600","R0214700","R0214800","R1774200","T4892700","T5176100","T5595900","T5596000","T5596200","T5596700","T5599700","T5599800","T5599900","T5600000","T5619500","T5621700","T5731800","T5732000","T5772700","T5772900","T5774300"
5,1734,12,5,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,1735,16,5,3,2,4,130,-4,5,4,1,1,4,4,4,2,28000,-4,0,0,2112,0,17
5,1736,16,5,3,2,2,140,-4,5,4,2,2,3,2,2,1,20000,-4,1,0,1376,2,15
1,1737,12,8,1,2,4,180,-4,5,6,2,2,1,1,1,0,0,35000,0,0,2080,0,19
-4,1738,16,5,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1739,20,1,3,1,2,180,-4,5,9,2,2,1,3,1,0,60000,-4,0,0,2580,0,18
1,1740,20,5,3,2,4,105,-4,4,11,2,1,3,1,1,0,19000,-4,0,0,676,0,19
5,1741,12,1,3,1,4,150,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1742,-3,1,3,1,4,190,-4,5,11,2,2,1,2,2,0,0,-4,0,0,1560,0,7
-4,1743,12,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1744,12,1,3,1,8,285,-4,5,8,2,1,4,1,1,3,60000,-4,0,0,670,0,4
4,1745,18,5,3,2,7,170,-4,5,4,2,2,1,1,1,1,68000,-4,0,0,2080,0,12
1,1746,16,1,3,1,2,185,-4,6,1,2,2,4,2,2,0,332954,-4,0,0,2600,0,16
5,1747,20,5,3,2,7,127,-4,5,4,2,2,4,1,1,0,13000,-4,0,0,360,0,12
-4,1748,20,1,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,1749,-2,7,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1750,16,4,1,1,4,174,-4,5,11,1,1,1,1,1,1,35000,-4,0,0,2080,0,20
3,1751,15,8,1,2,4,215,-4,5,2,2,1,1,2,1,2,45000,-4,0,1,2236,0,11
-4,1752,-2,8,1,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1753,6,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,1754,-2,7,2,2,4,180,-4,5,5,1,1,1,3,3,1,0,-4,0,0,0,0,7
5,1755,-2,3,2,1,4,190,14,5,11,1,2,3,3,1,1,0,-4,1,0,0,0,13
2,1756,-3,4,1,1,4,-5,-4,5,2,2,2,2,2,1,2,125000,-4,0,0,2340,0,11
-4,1757,12,7,2,2,4,233,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1758,13,7,2,2,4,140,15,5,5,2,2,4,1,1,1,62000,-4,1,0,2340,0,10
3,1759,11,3,2,1,5,178,-4,5,6,1,1,2,2,2,2,0,-4,0,0,744,0,9
5,1760,-3,7,2,2,4,179,-4,5,3,2,-2,4,1,2,0,62000,-4,1,0,1520,0,12
-4,1761,20,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1762,20,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1763,13,4,1,1,4,185,-4,5,8,2,2,4,5,5,1,72000,-4,0,0,2172,0,12
-4,1764,12,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,1765,16,1,3,1,4,180,-4,6,0,1,1,4,2,2,0,0,-4,0,1,550,0,20
3,1766,17,5,3,2,4,172,-4,5,2,4,1,1,1,1,1,66000,-4,0,1,2040,0,11
-4,1767,16,1,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1768,10,5,3,2,4,195,-4,5,6,2,-2,1,1,1,3,28000,-4,1,0,2080,0,11
3,1769,10,5,3,2,4,168,-4,5,0,2,2,4,1,3,0,36000,-4,0,0,2080,0,8
3,1770,9,5,3,2,6,-5,-4,5,1,2,2,4,3,4,3,10000,-4,0,0,936,0,2
-4,1771,9,1,3,1,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,1772,10,2,3,1,4,200,-4,5,10,2,2,3,5,5,0,0,-4,0,0,0,0,18
-4,1773,18,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,1774,14,8,1,2,4,-1,-4,4,11,1,2,1,1,1,0,45000,-4,0,1,2080,0,1
-4,1775,10,8,1,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1776,18,5,3,2,6,137,-4,5,4,2,2,1,1,1,0,73000,-4,0,0,2340,0,15
-4,1777,-3,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,1778,15,5,3,2,7,180,-4,5,5,1,3,3,2,5,0,0,-4,0,0,0,0,13
5,1779,12,4,1,1,4,240,-4,5,7,1,1,3,5,5,2,102000,-4,0,1,2080,0,13
2,1780,20,1,3,1,2,165,-4,6,0,1,1,4,1,1,1,20000,-4,1,1,640,36,12
1,1781,11,1,3,1,7,180,-4,5,11,2,2,3,2,4,3,75000,-4,0,1,1120,0,14
4,1782,10,4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1783,14,1,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,1784,15,1,3,1,2,280,-4,5,9,2,2,1,4,4,3,64000,-4,1,1,2080,0,22
4,1785,12,5,3,2,4,-1,-4,5,5,2,1,1,2,4,3,47000,-4,0,1,2080,0,12
5,1786,12,5,3,2,7,230,-4,5,7,2,2,1,3,3,0,65000,-4,0,1,2080,0,11
1,1787,12,5,3,2,2,150,-4,5,4,2,2,4,1,1,1,0,-4,0,0,0,0,15
5,1788,12,1,3,1,6,180,-4,5,9,2,2,4,3,3,5,88500,-4,0,0,2080,0,8
4,1789,14,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,1790,15,1,3,1,2,200,-4,5,10,2,1,1,1,1,0,42000,-4,0,0,2334,0,12
-4,1791,12,1,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1792,12,1,3,1,4,185,-4,5,11,3,2,4,1,1,1,45000,-4,0,1,2291,0,9
4,1793,12,5,3,2,2,-5,16,5,11,2,1,3,2,2,0,6000,-4,0,1,1760,0,14
4,1794,12,5,3,2,6,200,12,5,5,5,2,4,2,4,1,0,-4,0,1,0,0,22
1,1795,16,5,3,2,7,112,-4,5,2,2,1,3,2,1,0,171000,-4,0,0,2080,0,7
5,1796,14,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,1797,11,5,3,2,7,290,-4,5,4,1,1,1,3,3,2,14000,-4,0,0,2137,0,9
5,1798,14,5,3,2,2,125,-4,5,3,2,1,4,1,1,0,43500,-4,0,0,2110,0,15
5,1799,12,5,3,2,7,215,-4,5,8,2,2,1,3,3,1,5000,-4,1,0,50,0,6
1,1800,12,5,3,2,6,180,-4,5,7,2,2,1,1,1,2,40000,-4,1,1,1040,0,10
-4,1801,16,5,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1802,16,1,3,1,2,215,-4,6,1,1,1,3,2,1,5,22000,-4,0,0,2080,0,11
1,1803,17,5,3,2,6,140,-4,5,6,2,1,1,1,2,1,97000,-4,0,0,2340,0,10
2,1804,16,5,3,2,2,175,-4,6,0,2,2,4,1,1,0,20000,-4,0,0,1785,0,7
3,1805,17,1,3,1,2,240,-4,6,4,2,2,3,2,2,3,67000,-4,0,0,2340,0,6
-4,1806,16,1,3,1,4,-5,-4,6,0,2,3,1,4,4,2,120000,-4,0,1,2080,0,19
1,1807,12,4,1,1,4,185,-4,5,9,2,-2,3,5,5,0,85000,-4,1,1,1480,14,32
1,1808,12,5,3,2,4,130,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,1809,12,1,3,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,1810,12,1,3,1,7,185,-4,6,0,2,2,4,2,2,2,332954,-4,0,0,1296,0,4
3,1811,9,4,1,1,4,225,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1812,9,4,1,1,4,170,-4,5,6,2,2,1,2,2,3,63000,-4,0,1,2340,0,25
4,1813,-4,1,3,1,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1814,8,8,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,1815,9,8,1,2,-5,180,-4,5,2,2,2,3,2,2,0,78000,-4,0,0,2080,0,4
3,1816,-2,8,1,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1817,-2,4,1,1,4,190,-4,5,11,2,2,3,5,5,0,15000,-4,0,0,2125,0,23
-4,1818,-3,8,1,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,1819,11,4,1,1,4,225,-4,5,10,2,2,1,1,1,1,42000,-4,0,0,2085,0,9
1,1820,6,4,1,1,3,173,-4,5,8,2,2,3,1,1,0,9500,-4,0,0,0,-3,27
-4,1821,6,4,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,1822,8,4,1,1,4,220,-4,5,11,-4,-4,1,5,5,7,0,-4,0,0,0,0,22
5,1823,8,4,1,1,4,187,-4,6,0,1,1,4,1,1,0,0,-4,0,0,0,0,30
2,1824,8,8,1,2,4,180,-4,5,1,1,1,1,3,5,4,20000,-4,0,0,3076,0,16
4,1825,-2,8,1,2,4,170,-4,5,0,1,2,1,1,1,0,0,-4,0,0,1196,0,20
4,1826,8,6,3,2,2,210,-4,5,8,5,1,1,1,1,2,0,-4,0,0,0,0,4
2,1827,-2,2,3,1,4,170,-4,5,8,1,1,3,1,1,3,14000,-4,0,0,2080,0,13
4,1828,12,6,3,2,6,210,-4,5,2,1,1,1,2,1,0,0,-4,0,0,0,0,15
1,1829,6,7,2,2,4,145,-4,5,6,1,1,4,3,3,1,0,-4,0,1,0,0,8
-4,1830,6,3,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1831,6,7,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1832,6,7,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1833,8,8,1,2,4,130,-4,5,6,4,1,3,4,5,1,0,-4,0,0,0,0,0
-4,1834,8,8,1,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1835,0,4,1,1,4,145,-4,5,3,2,2,3,5,5,5,40000,-4,0,0,2080,0,14
3,1836,0,4,1,1,4,-5,-4,5,9,4,4,4,5,5,2,40000,-4,0,0,2080,0,12
3,1837,0,4,1,1,4,198,-4,5,5,2,2,4,4,5,3,36000,-4,0,0,2080,0,17
4,1838,6,8,1,2,4,185,-4,5,2,2,2,1,5,5,1,42000,-4,1,0,4420,0,14
2,1839,8,8,1,2,4,140,-4,5,4,2,2,3,2,2,0,25000,-4,1,0,1976,0,19
4,1840,11,8,1,2,4,205,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1841,13,5,3,2,8,137,-4,5,7,4,2,1,2,2,0,95000,-4,0,0,3182,0,11
4,1842,16,5,3,2,2,240,-4,5,6,2,2,3,3,2,4,0,-4,0,0,0,0,13
2,1843,16,1,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,1844,18,5,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1845,17,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1846,16,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1847,10,8,1,2,4,186,-4,5,6,2,2,1,2,3,1,107000,-4,0,0,2080,0,7
3,1848,12,8,1,2,4,125,-4,5,7,2,1,1,1,1,1,0,-4,0,0,0,0,10
-4,1849,15,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1850,12,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,1851,4,4,1,1,4,181,-4,5,8,1,1,3,2,2,3,0,-4,0,0,0,0,3
-4,1852,12,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1853,16,5,3,2,7,115,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1854,13,1,3,1,9,220,-4,6,1,2,2,1,3,4,1,155000,-4,0,0,2080,0,11
2,1855,-3,1,3,1,7,210,-4,5,10,2,1,4,5,5,5,65000,-4,0,1,2596,0,40
-4,1856,16,5,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1857,20,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1858,18,5,3,2,4,160,-4,5,6,3,1,1,2,2,0,82000,-4,0,0,2320,0,10
4,1859,12,1,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1860,12,5,3,2,-5,206,-4,5,4,2,2,1,1,1,0,30000,-4,0,0,2080,0,11
-4,1861,12,5,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,1862,12,5,3,2,2,185,-4,5,4,2,1,4,5,5,0,2400,-4,0,0,520,0,13
5,1863,12,5,3,2,7,190,-4,5,8,2,2,1,2,2,1,30000,-4,0,0,2536,0,12
-4,1864,-2,1,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,1865,12,5,3,2,6,265,-4,5,7,5,1,3,1,1,0,0,-4,0,0,0,52,19
2,1866,12,5,3,2,7,190,-4,5,3,2,1,1,1,1,2,30000,-4,0,0,2080,0,5
1,1867,12,1,3,1,7,220,-4,5,9,2,2,4,3,3,3,70000,-4,0,0,2496,0,6
3,1868,12,5,3,2,4,150,-4,5,6,3,3,4,5,5,0,39000,-4,0,0,2080,0,6
1,1869,12,1,3,1,4,210,-4,5,9,1,1,4,5,3,0,28000,-4,0,0,0,0,24
5,1870,-2,5,3,2,2,130,-4,5,2,4,2,4,5,5,0,20000,-4,0,0,1964,0,10
4,1871,10,5,3,2,2,240,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1872,8,1,3,1,6,202,-4,5,10,5,5,3,2,1,0,16000,-4,0,1,2110,0,11
5,1873,8,1,3,1,6,240,-4,5,8,1,1,3,2,2,5,44000,-4,0,0,2510,0,8
-4,1874,12,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,1875,12,1,3,1,2,200,-4,6,0,2,2,1,4,4,1,332954,-4,0,0,2600,0,5
3,1876,8,5,3,2,4,152,-4,5,3,2,2,1,1,1,1,16000,-4,0,0,2165,0,16
-4,1877,12,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1878,12,5,3,2,2,182,-4,5,7,2,2,3,1,1,1,15000,-4,0,0,1820,0,6
-4,1879,8,5,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,1880,12,5,3,2,4,190,-4,5,6,1,2,1,0,4,0,23000,-4,0,0,1824,0,9
5,1881,12,1,3,1,4,208,-4,5,5,1,1,4,5,5,2,-2,-4,0,0,-3,0,5
-4,1882,12,1,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1883,12,5,3,2,2,200,-4,5,6,1,1,4,3,1,0,600,-4,-1,0,90,0,11
4,1884,12,1,3,1,-5,170,-4,6,4,4,4,2,5,5,4,0,-4,0,0,0,0,19
2,1885,12,5,3,2,4,150,-4,5,4,2,2,1,1,1,0,47000,-4,0,0,1976,0,6
1,1886,16,5,3,2,6,-5,-4,5,5,2,2,1,2,3,1,0,-4,0,0,0,0,4
1,1887,9,1,3,1,6,-2,-4,5,7,1,1,1,3,3,0,17000,-4,0,0,2070,0,5
5,1888,9,5,3,2,4,196,-4,5,5,1,1,4,1,5,0,25825,-4,0,0,2080,0,9
1,1889,9,1,3,1,6,170,-4,5,8,2,-4,3,4,4,0,52000,-4,0,0,2472,0,6
2,1890,9,1,3,1,6,237,-4,5,10,1,1,4,3,4,0,32000,-4,0,0,2080,0,11
5,1891,12,2,3,1,4,160,-4,6,0,1,1,4,4,5,0,39000,-4,0,0,2080,0,10
-4,1892,12,6,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1893,12,5,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1894,14,1,3,1,7,285,-4,6,0,1,1,1,3,3,2,22000,-4,1,0,928,30,14
2,1895,12,1,3,1,6,250,-4,6,2,2,-2,1,2,2,0,120000,-4,0,0,3120,0,6
4,1896,12,5,3,2,4,275,-4,5,8,2,1,1,2,2,0,71000,-4,0,0,2230,0,10
-4,1897,-3,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1898,12,5,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,1899,9,1,3,1,4,210,-4,5,8,2,2,4,5,5,4,35000,-4,0,0,0,15,10
-4,1900,12,5,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,1901,12,1,3,1,2,220,-4,6,0,1,1,4,1,1,0,70000,-4,0,0,3005,0,7
5,1902,12,5,3,2,7,248,-4,5,7,1,1,1,1,1,1,69000,-4,0,0,2128,0,6
-4,1903,11,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,1904,11,5,3,2,4,130,-4,5,5,2,2,4,1,1,1,33000,-4,0,0,1560,0,5
2,1905,11,5,3,2,4,128,-4,5,2,2,1,1,3,3,0,74000,-4,0,0,1664,0,3
3,1906,18,5,3,2,6,200,-4,5,7,2,2,1,2,2,1,35000,-4,1,0,1300,0,18
-4,1907,8,6,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1908,12,2,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1909,12,1,3,1,2,195,-4,5,10,4,2,1,2,2,0,62000,-4,0,0,2080,0,17
-2,1910,12,1,3,1,7,215,-4,5,9,1,1,1,5,5,0,70000,-4,0,0,1330,14,11
1,1911,10,1,3,1,4,250,-4,6,2,3,3,1,3,3,0,80000,-4,0,0,2080,0,4
3,1912,12,5,3,2,-5,149,-4,5,6,2,2,3,1,1,0,85000,-4,0,0,2290,9,26
5,1913,12,5,3,2,4,203,-4,5,3,-4,2,4,3,4,0,6473,-4,0,0,1780,0,29
3,1914,16,1,3,1,2,150,-4,5,9,2,2,4,1,4,0,60000,-4,0,0,2340,0,18
-2,1915,15,5,3,2,4,-5,-4,5,11,2,1,1,2,3,0,332954,-4,0,0,3380,0,21
-4,1916,16,1,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1917,12,1,3,1,7,225,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-2,1918,12,1,3,1,-5,182,-4,6,1,2,2,4,2,2,0,55000,-4,0,0,2600,0,8
4,1919,12,1,3,1,7,133,-4,6,1,2,2,4,1,1,0,100,-4,0,0,-3,0,22
5,1920,16,1,3,1,2,150,-4,5,9,2,2,2,2,2,3,10,-4,-2,0,0,37,13
5,1921,8,5,3,2,6,135,-4,5,6,1,-4,4,1,1,0,7000,-4,1,0,0,25,14
-4,1922,12,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1923,12,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1924,16,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,1925,12,1,3,1,2,240,-4,6,2,2,1,1,5,5,0,95000,-4,0,0,2704,0,11
5,1926,10,5,3,2,7,125,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,1927,10,5,3,2,7,135,-4,4,11,2,2,3,1,1,0,26480,-4,0,0,2080,0,9
4,1928,6,6,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1929,12,5,3,2,8,136,-4,5,6,2,2,3,1,2,0,90800,-4,0,0,2504,0,3
3,1930,12,1,3,1,7,175,-4,6,0,2,2,3,4,3,1,61500,-4,0,0,0,-3,7
4,1931,-4,1,3,1,4,170,-4,6,0,2,2,4,3,3,1,45000,-4,0,1,2170,0,17
4,1932,-4,5,3,2,7,132,-4,5,2,5,1,3,1,1,0,0,-4,0,0,200,-3,17
-4,1933,-3,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1934,-3,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,1935,12,5,3,2,2,150,-4,5,6,-4,1,4,2,4,0,16000,-4,0,0,1820,0,17
5,1936,12,5,3,2,2,180,-4,5,8,2,2,1,3,3,0,27000,-4,0,0,1857,0,8
1,1937,12,5,3,2,2,140,-4,5,6,2,1,3,2,2,0,4000,-4,0,0,72,-3,13
4,1938,12,5,3,2,2,180,-4,5,7,1,1,4,3,3,0,15000,-4,0,0,4368,0,9
-4,1939,-3,5,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,1940,7,6,3,2,7,136,-4,5,5,-4,-4,1,3,3,0,0,-4,0,0,0,0,0
-4,1941,14,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1942,-2,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1943,12,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1944,11,2,3,1,4,-5,-4,5,8,1,1,1,5,5,0,65000,-4,1,1,2340,0,5
-4,1945,11,2,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,1946,11,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,1947,10,5,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,1948,12,5,3,2,7,350,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1949,16,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,1950,16,1,3,1,6,400,-4,6,5,2,2,1,4,4,2,14172,-4,0,0,2040,0,28
3,1951,15,5,3,2,1,130,-4,5,5,2,2,1,1,3,0,70000,-4,0,0,1643,0,16
1,1952,15,1,3,1,4,187,-4,5,10,2,2,1,1,1,0,100000,-4,0,1,2210,0,19
1,1953,12,5,3,2,2,150,-4,5,4,2,2,1,3,3,2,3000,-4,1,0,205,-3,13
4,1954,16,5,3,2,4,240,-4,5,3,2,2,1,1,1,1,40000,-4,0,0,2860,0,14
2,1955,16,1,3,1,4,158,-4,5,5,4,2,3,1,3,0,73000,-4,0,0,2325,0,21
-4,1956,12,1,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1957,12,1,3,1,2,180,-4,6,0,1,1,4,5,3,7,89000,-4,0,0,2080,0,9
3,1958,13,1,3,1,7,195,-4,6,3,2,2,3,3,3,0,57000,-4,0,0,2080,0,12
1,1959,9,1,3,1,7,180,-4,5,11,1,1,4,3,1,2,37500,-4,0,0,2600,0,12
4,1960,9,5,3,2,6,210,-4,5,7,1,2,1,2,2,1,28000,-4,0,0,2080,0,9
3,1961,17,1,3,1,4,190,-4,5,10,1,1,4,0,0,0,80000,-4,0,0,2080,0,10
2,1962,12,5,3,2,7,152,-4,5,5,2,1,3,3,3,0,39000,-4,0,0,1820,0,10
3,1963,12,1,3,1,4,230,-4,5,9,2,-4,1,1,5,0,90000,-4,0,0,3682,0,7
3,1964,8,1,3,1,2,183,-4,6,0,2,2,4,5,5,0,-2,-4,1,1,2125,0,13
2,1965,8,5,3,2,7,120,-4,5,3,2,2,4,1,1,1,25480,-4,0,0,2080,0,16
2,1966,14,1,3,1,7,165,-4,5,9,1,1,4,1,1,1,0,-4,1,0,120,-3,12
4,1967,14,5,3,2,7,200,-4,5,2,2,2,1,3,3,1,58000,-4,0,0,2350,0,9
-4,1968,12,5,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,1969,12,5,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1970,12,1,3,1,7,165,17,5,8,1,1,3,1,1,0,20000,-4,0,0,1740,12,22
5,1971,14,1,3,1,4,-5,-4,5,10,2,1,1,1,1,0,75000,-4,0,0,3640,0,17
1,1972,14,7,2,2,4,170,-4,5,4,2,2,3,1,1,0,41000,-4,0,0,2080,0,6
-4,1973,13,5,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
